alpha,beta,coverage,n_total,n_non_uncertain,accuracy_non_uncertain
0.8200000000000001,0.03,0.8947368421052632,114,102,0.9901960784313726
0.8200000000000001,0.04,0.9035087719298246,114,103,0.9902912621359223
0.8200000000000001,0.05,0.9035087719298246,114,103,0.9902912621359223
0.8200000000000001,0.060000000000000005,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.06999999999999999,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.08,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.09,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.09999999999999999,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.11,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.12,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.13,0.9122807017543859,114,104,0.9903846153846154
0.8200000000000001,0.14,0.9210526315789473,114,105,0.9904761904761905
0.8200000000000001,0.15000000000000002,0.9210526315789473,114,105,0.9904761904761905
0.8200000000000001,0.16,0.9210526315789473,114,105,0.9904761904761905
0.8200000000000001,0.17,0.9298245614035088,114,106,0.9905660377358491
0.8200000000000001,0.18000000000000002,0.9298245614035088,114,106,0.9905660377358491
0.8200000000000001,0.19,0.9385964912280702,114,107,0.9906542056074766
0.8300000000000001,0.01,0.8947368421052632,114,102,0.9901960784313726
0.8300000000000001,0.02,0.8947368421052632,114,102,0.9901960784313726
0.8300000000000001,0.03,0.8947368421052632,114,102,0.9901960784313726
0.8300000000000001,0.04,0.9035087719298246,114,103,0.9902912621359223
0.8300000000000001,0.05,0.9035087719298246,114,103,0.9902912621359223
0.8300000000000001,0.060000000000000005,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.06999999999999999,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.08,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.09,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.09999999999999999,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.11,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.12,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.13,0.9122807017543859,114,104,0.9903846153846154
0.8300000000000001,0.14,0.9210526315789473,114,105,0.9904761904761905
0.8300000000000001,0.15000000000000002,0.9210526315789473,114,105,0.9904761904761905
0.8300000000000001,0.16,0.9210526315789473,114,105,0.9904761904761905
0.8300000000000001,0.17,0.9298245614035088,114,106,0.9905660377358491
0.8300000000000001,0.18000000000000002,0.9298245614035088,114,106,0.9905660377358491
0.8300000000000001,0.19,0.9385964912280702,114,107,0.9906542056074766
0.8400000000000001,0.01,0.8859649122807017,114,101,0.9900990099009901
0.8400000000000001,0.02,0.8859649122807017,114,101,0.9900990099009901
0.8400000000000001,0.03,0.8859649122807017,114,101,0.9900990099009901
0.8400000000000001,0.04,0.8947368421052632,114,102,0.9901960784313726
0.8400000000000001,0.05,0.8947368421052632,114,102,0.9901960784313726
0.8400000000000001,0.060000000000000005,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.06999999999999999,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.08,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.09,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.09999999999999999,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.11,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.12,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.13,0.9035087719298246,114,103,0.9902912621359223
0.8400000000000001,0.14,0.9122807017543859,114,104,0.9903846153846154
0.8400000000000001,0.15000000000000002,0.9122807017543859,114,104,0.9903846153846154
0.8400000000000001,0.16,0.9122807017543859,114,104,0.9903846153846154
0.8400000000000001,0.17,0.9210526315789473,114,105,0.9904761904761905
0.8400000000000001,0.18000000000000002,0.9210526315789473,114,105,0.9904761904761905
0.8400000000000001,0.19,0.9298245614035088,114,106,0.9905660377358491
0.8500000000000001,0.01,0.8859649122807017,114,101,0.9900990099009901
0.8500000000000001,0.02,0.8859649122807017,114,101,0.9900990099009901
0.8500000000000001,0.03,0.8859649122807017,114,101,0.9900990099009901
0.8500000000000001,0.04,0.8947368421052632,114,102,0.9901960784313726
0.8500000000000001,0.05,0.8947368421052632,114,102,0.9901960784313726
0.8500000000000001,0.060000000000000005,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.06999999999999999,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.08,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.09,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.09999999999999999,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.11,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.12,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.13,0.9035087719298246,114,103,0.9902912621359223
0.8500000000000001,0.14,0.9122807017543859,114,104,0.9903846153846154
0.8500000000000001,0.15000000000000002,0.9122807017543859,114,104,0.9903846153846154
0.8500000000000001,0.16,0.9122807017543859,114,104,0.9903846153846154
0.8500000000000001,0.17,0.9210526315789473,114,105,0.9904761904761905
0.8500000000000001,0.18000000000000002,0.9210526315789473,114,105,0.9904761904761905
0.8500000000000001,0.19,0.9298245614035088,114,106,0.9905660377358491
0.8600000000000001,0.01,0.8771929824561403,114,100,0.99
0.8600000000000001,0.02,0.8771929824561403,114,100,0.99
0.8600000000000001,0.03,0.8771929824561403,114,100,0.99
0.8600000000000001,0.04,0.8859649122807017,114,101,0.9900990099009901
0.8600000000000001,0.05,0.8859649122807017,114,101,0.9900990099009901
0.8600000000000001,0.060000000000000005,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.06999999999999999,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.08,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.09,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.09999999999999999,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.11,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.12,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.13,0.8947368421052632,114,102,0.9901960784313726
0.8600000000000001,0.14,0.9035087719298246,114,103,0.9902912621359223
0.8600000000000001,0.15000000000000002,0.9035087719298246,114,103,0.9902912621359223
0.8600000000000001,0.16,0.9035087719298246,114,103,0.9902912621359223
0.8600000000000001,0.17,0.9122807017543859,114,104,0.9903846153846154
0.8600000000000001,0.18000000000000002,0.9122807017543859,114,104,0.9903846153846154
0.8600000000000001,0.19,0.9210526315789473,114,105,0.9904761904761905
0.8700000000000001,0.01,0.8596491228070176,114,98,0.9897959183673469
0.8700000000000001,0.02,0.8596491228070176,114,98,0.9897959183673469
0.8700000000000001,0.03,0.8596491228070176,114,98,0.9897959183673469
0.8700000000000001,0.04,0.868421052631579,114,99,0.98989898989899
0.8700000000000001,0.05,0.868421052631579,114,99,0.98989898989899
0.8700000000000001,0.060000000000000005,0.8771929824561403,114,100,0.99
0.8700000000000001,0.06999999999999999,0.8771929824561403,114,100,0.99
0.8700000000000001,0.08,0.8771929824561403,114,100,0.99
0.8700000000000001,0.09,0.8771929824561403,114,100,0.99
0.8700000000000001,0.09999999999999999,0.8771929824561403,114,100,0.99
0.8700000000000001,0.11,0.8771929824561403,114,100,0.99
0.8700000000000001,0.12,0.8771929824561403,114,100,0.99
0.8700000000000001,0.13,0.8771929824561403,114,100,0.99
0.8700000000000001,0.14,0.8859649122807017,114,101,0.9900990099009901
0.8700000000000001,0.15000000000000002,0.8859649122807017,114,101,0.9900990099009901
0.8700000000000001,0.16,0.8859649122807017,114,101,0.9900990099009901
0.8700000000000001,0.17,0.8947368421052632,114,102,0.9901960784313726
0.8700000000000001,0.18000000000000002,0.8947368421052632,114,102,0.9901960784313726
0.8700000000000001,0.19,0.9035087719298246,114,103,0.9902912621359223
0.8800000000000001,0.01,0.8596491228070176,114,98,0.9897959183673469
0.8800000000000001,0.02,0.8596491228070176,114,98,0.9897959183673469
0.8800000000000001,0.03,0.8596491228070176,114,98,0.9897959183673469
0.8800000000000001,0.04,0.868421052631579,114,99,0.98989898989899
0.8800000000000001,0.05,0.868421052631579,114,99,0.98989898989899
0.8800000000000001,0.060000000000000005,0.8771929824561403,114,100,0.99
0.8800000000000001,0.06999999999999999,0.8771929824561403,114,100,0.99
0.8800000000000001,0.08,0.8771929824561403,114,100,0.99
0.8800000000000001,0.09,0.8771929824561403,114,100,0.99
0.8800000000000001,0.09999999999999999,0.8771929824561403,114,100,0.99
0.8800000000000001,0.11,0.8771929824561403,114,100,0.99
0.8800000000000001,0.12,0.8771929824561403,114,100,0.99
0.8800000000000001,0.13,0.8771929824561403,114,100,0.99
0.8800000000000001,0.14,0.8859649122807017,114,101,0.9900990099009901
0.8800000000000001,0.15000000000000002,0.8859649122807017,114,101,0.9900990099009901
0.8800000000000001,0.16,0.8859649122807017,114,101,0.9900990099009901
0.8800000000000001,0.17,0.8947368421052632,114,102,0.9901960784313726
0.8800000000000001,0.18000000000000002,0.8947368421052632,114,102,0.9901960784313726
0.8800000000000001,0.19,0.9035087719298246,114,103,0.9902912621359223
0.8900000000000001,0.01,0.8596491228070176,114,98,0.9897959183673469
0.8900000000000001,0.02,0.8596491228070176,114,98,0.9897959183673469
0.8900000000000001,0.03,0.8596491228070176,114,98,0.9897959183673469
0.8900000000000001,0.04,0.868421052631579,114,99,0.98989898989899
0.8900000000000001,0.05,0.868421052631579,114,99,0.98989898989899
0.8900000000000001,0.060000000000000005,0.8771929824561403,114,100,0.99
0.8900000000000001,0.06999999999999999,0.8771929824561403,114,100,0.99
0.8900000000000001,0.08,0.8771929824561403,114,100,0.99
0.8900000000000001,0.09,0.8771929824561403,114,100,0.99
0.8900000000000001,0.09999999999999999,0.8771929824561403,114,100,0.99
0.8900000000000001,0.11,0.8771929824561403,114,100,0.99
0.8900000000000001,0.12,0.8771929824561403,114,100,0.99
0.8900000000000001,0.13,0.8771929824561403,114,100,0.99
0.8900000000000001,0.14,0.8859649122807017,114,101,0.9900990099009901
0.8900000000000001,0.15000000000000002,0.8859649122807017,114,101,0.9900990099009901
0.8900000000000001,0.16,0.8859649122807017,114,101,0.9900990099009901
0.8900000000000001,0.17,0.8947368421052632,114,102,0.9901960784313726
0.8900000000000001,0.18000000000000002,0.8947368421052632,114,102,0.9901960784313726
0.8900000000000001,0.19,0.9035087719298246,114,103,0.9902912621359223
0.9000000000000001,0.01,0.8508771929824561,114,97,0.9896907216494846
0.9000000000000001,0.02,0.8508771929824561,114,97,0.9896907216494846
0.9000000000000001,0.03,0.8508771929824561,114,97,0.9896907216494846
0.9000000000000001,0.04,0.8596491228070176,114,98,0.9897959183673469
0.9000000000000001,0.05,0.8596491228070176,114,98,0.9897959183673469
0.9000000000000001,0.060000000000000005,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.06999999999999999,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.08,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.09,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.09999999999999999,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.11,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.12,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.13,0.868421052631579,114,99,0.98989898989899
0.9000000000000001,0.14,0.8771929824561403,114,100,0.99
0.9000000000000001,0.15000000000000002,0.8771929824561403,114,100,0.99
0.9000000000000001,0.16,0.8771929824561403,114,100,0.99
0.9000000000000001,0.17,0.8859649122807017,114,101,0.9900990099009901
0.9000000000000001,0.18000000000000002,0.8859649122807017,114,101,0.9900990099009901
0.9000000000000001,0.19,0.8947368421052632,114,102,0.9901960784313726
0.9100000000000001,0.01,0.8157894736842105,114,93,1.0
0.9100000000000001,0.02,0.8157894736842105,114,93,1.0
0.9100000000000001,0.03,0.8157894736842105,114,93,1.0
0.9100000000000001,0.04,0.8245614035087719,114,94,1.0
0.9100000000000001,0.05,0.8245614035087719,114,94,1.0
0.9100000000000001,0.060000000000000005,0.8333333333333334,114,95,1.0
0.9100000000000001,0.06999999999999999,0.8333333333333334,114,95,1.0
0.9100000000000001,0.08,0.8333333333333334,114,95,1.0
0.9100000000000001,0.09,0.8333333333333334,114,95,1.0
0.9100000000000001,0.09999999999999999,0.8333333333333334,114,95,1.0
0.9100000000000001,0.11,0.8333333333333334,114,95,1.0
0.9100000000000001,0.12,0.8333333333333334,114,95,1.0
0.9100000000000001,0.13,0.8333333333333334,114,95,1.0
0.9100000000000001,0.14,0.8421052631578947,114,96,1.0
0.9100000000000001,0.15000000000000002,0.8421052631578947,114,96,1.0
0.9100000000000001,0.16,0.8421052631578947,114,96,1.0
0.9100000000000001,0.17,0.8508771929824561,114,97,1.0
0.9100000000000001,0.18000000000000002,0.8508771929824561,114,97,1.0
0.9100000000000001,0.19,0.8596491228070176,114,98,1.0
0.9200000000000002,0.01,0.8070175438596491,114,92,1.0
0.9200000000000002,0.02,0.8070175438596491,114,92,1.0
0.9200000000000002,0.03,0.8070175438596491,114,92,1.0
0.9200000000000002,0.04,0.8157894736842105,114,93,1.0
0.9200000000000002,0.05,0.8157894736842105,114,93,1.0
0.9200000000000002,0.060000000000000005,0.8245614035087719,114,94,1.0
0.9200000000000002,0.06999999999999999,0.8245614035087719,114,94,1.0
0.9200000000000002,0.08,0.8245614035087719,114,94,1.0
0.9200000000000002,0.09,0.8245614035087719,114,94,1.0
0.9200000000000002,0.09999999999999999,0.8245614035087719,114,94,1.0
0.9200000000000002,0.11,0.8245614035087719,114,94,1.0
0.9200000000000002,0.12,0.8245614035087719,114,94,1.0
0.9200000000000002,0.13,0.8245614035087719,114,94,1.0
0.9200000000000002,0.14,0.8333333333333334,114,95,1.0
0.9200000000000002,0.15000000000000002,0.8333333333333334,114,95,1.0
0.9200000000000002,0.16,0.8333333333333334,114,95,1.0
0.9200000000000002,0.17,0.8421052631578947,114,96,1.0
0.9200000000000002,0.18000000000000002,0.8421052631578947,114,96,1.0
0.9200000000000002,0.19,0.8508771929824561,114,97,1.0
0.9300000000000002,0.01,0.8070175438596491,114,92,1.0
0.9300000000000002,0.02,0.8070175438596491,114,92,1.0
0.9300000000000002,0.03,0.8070175438596491,114,92,1.0
0.9300000000000002,0.04,0.8157894736842105,114,93,1.0
0.9300000000000002,0.05,0.8157894736842105,114,93,1.0
0.9300000000000002,0.060000000000000005,0.8245614035087719,114,94,1.0
0.9300000000000002,0.06999999999999999,0.8245614035087719,114,94,1.0
0.9300000000000002,0.08,0.8245614035087719,114,94,1.0
0.9300000000000002,0.09,0.8245614035087719,114,94,1.0
0.9300000000000002,0.09999999999999999,0.8245614035087719,114,94,1.0
0.9300000000000002,0.11,0.8245614035087719,114,94,1.0
0.9300000000000002,0.12,0.8245614035087719,114,94,1.0
0.9300000000000002,0.13,0.8245614035087719,114,94,1.0
0.9300000000000002,0.14,0.8333333333333334,114,95,1.0
0.9300000000000002,0.15000000000000002,0.8333333333333334,114,95,1.0
0.9300000000000002,0.16,0.8333333333333334,114,95,1.0
0.9300000000000002,0.17,0.8421052631578947,114,96,1.0
0.9300000000000002,0.18000000000000002,0.8421052631578947,114,96,1.0
0.9300000000000002,0.19,0.8508771929824561,114,97,1.0
0.9400000000000002,0.01,0.7807017543859649,114,89,1.0
0.9400000000000002,0.02,0.7807017543859649,114,89,1.0
0.9400000000000002,0.03,0.7807017543859649,114,89,1.0
0.9400000000000002,0.04,0.7894736842105263,114,90,1.0
0.9400000000000002,0.05,0.7894736842105263,114,90,1.0
0.9400000000000002,0.060000000000000005,0.7982456140350878,114,91,1.0
0.9400000000000002,0.06999999999999999,0.7982456140350878,114,91,1.0
0.9400000000000002,0.08,0.7982456140350878,114,91,1.0
0.9400000000000002,0.09,0.7982456140350878,114,91,1.0
0.9400000000000002,0.09999999999999999,0.7982456140350878,114,91,1.0
0.9400000000000002,0.11,0.7982456140350878,114,91,1.0
0.9400000000000002,0.12,0.7982456140350878,114,91,1.0
0.9400000000000002,0.13,0.7982456140350878,114,91,1.0
0.9400000000000002,0.14,0.8070175438596491,114,92,1.0
0.9400000000000002,0.15000000000000002,0.8070175438596491,114,92,1.0
0.9400000000000002,0.16,0.8070175438596491,114,92,1.0
0.9400000000000002,0.17,0.8157894736842105,114,93,1.0
0.9400000000000002,0.18000000000000002,0.8157894736842105,114,93,1.0
0.9400000000000002,0.19,0.8245614035087719,114,94,1.0
0.9500000000000002,0.01,0.7807017543859649,114,89,1.0
0.9500000000000002,0.02,0.7807017543859649,114,89,1.0
0.9500000000000002,0.03,0.7807017543859649,114,89,1.0
0.9500000000000002,0.04,0.7894736842105263,114,90,1.0
0.9500000000000002,0.05,0.7894736842105263,114,90,1.0
0.9500000000000002,0.060000000000000005,0.7982456140350878,114,91,1.0
0.9500000000000002,0.06999999999999999,0.7982456140350878,114,91,1.0
0.9500000000000002,0.08,0.7982456140350878,114,91,1.0
0.9500000000000002,0.09,0.7982456140350878,114,91,1.0
0.9500000000000002,0.09999999999999999,0.7982456140350878,114,91,1.0
0.9500000000000002,0.11,0.7982456140350878,114,91,1.0
0.9500000000000002,0.12,0.7982456140350878,114,91,1.0
0.9500000000000002,0.13,0.7982456140350878,114,91,1.0
0.9500000000000002,0.14,0.8070175438596491,114,92,1.0
0.9500000000000002,0.15000000000000002,0.8070175438596491,114,92,1.0
0.9500000000000002,0.16,0.8070175438596491,114,92,1.0
0.9500000000000002,0.17,0.8157894736842105,114,93,1.0
0.9500000000000002,0.18000000000000002,0.8157894736842105,114,93,1.0
0.9500000000000002,0.19,0.8245614035087719,114,94,1.0
0.9600000000000002,0.01,0.7631578947368421,114,87,1.0
0.9600000000000002,0.02,0.7631578947368421,114,87,1.0
0.9600000000000002,0.03,0.7631578947368421,114,87,1.0
0.9600000000000002,0.04,0.7719298245614035,114,88,1.0
0.9600000000000002,0.05,0.7719298245614035,114,88,1.0
0.9600000000000002,0.060000000000000005,0.7807017543859649,114,89,1.0
0.9600000000000002,0.06999999999999999,0.7807017543859649,114,89,1.0
0.9600000000000002,0.08,0.7807017543859649,114,89,1.0
0.9600000000000002,0.09,0.7807017543859649,114,89,1.0
0.9600000000000002,0.09999999999999999,0.7807017543859649,114,89,1.0
0.9600000000000002,0.11,0.7807017543859649,114,89,1.0
0.9600000000000002,0.12,0.7807017543859649,114,89,1.0
0.9600000000000002,0.13,0.7807017543859649,114,89,1.0
0.9600000000000002,0.14,0.7894736842105263,114,90,1.0
0.9600000000000002,0.15000000000000002,0.7894736842105263,114,90,1.0
0.9600000000000002,0.16,0.7894736842105263,114,90,1.0
0.9600000000000002,0.17,0.7982456140350878,114,91,1.0
0.9600000000000002,0.18000000000000002,0.7982456140350878,114,91,1.0
0.9600000000000002,0.19,0.8070175438596491,114,92,1.0
0.9700000000000002,0.01,0.7543859649122807,114,86,1.0
0.9700000000000002,0.02,0.7543859649122807,114,86,1.0
0.9700000000000002,0.03,0.7543859649122807,114,86,1.0
0.9700000000000002,0.04,0.7631578947368421,114,87,1.0
0.9700000000000002,0.05,0.7631578947368421,114,87,1.0
0.9700000000000002,0.060000000000000005,0.7719298245614035,114,88,1.0
0.9700000000000002,0.06999999999999999,0.7719298245614035,114,88,1.0
0.9700000000000002,0.08,0.7719298245614035,114,88,1.0
0.9700000000000002,0.09,0.7719298245614035,114,88,1.0
0.9700000000000002,0.09999999999999999,0.7719298245614035,114,88,1.0
0.9700000000000002,0.11,0.7719298245614035,114,88,1.0
0.9700000000000002,0.12,0.7719298245614035,114,88,1.0
0.9700000000000002,0.13,0.7719298245614035,114,88,1.0
0.9700000000000002,0.14,0.7807017543859649,114,89,1.0
0.9700000000000002,0.15000000000000002,0.7807017543859649,114,89,1.0
0.9700000000000002,0.16,0.7807017543859649,114,89,1.0
0.9700000000000002,0.17,0.7894736842105263,114,90,1.0
0.9700000000000002,0.18000000000000002,0.7894736842105263,114,90,1.0
0.9700000000000002,0.19,0.7982456140350878,114,91,1.0
0.9800000000000002,0.01,0.7280701754385965,114,83,1.0
0.9800000000000002,0.02,0.7280701754385965,114,83,1.0
0.9800000000000002,0.03,0.7280701754385965,114,83,1.0
0.9800000000000002,0.04,0.7368421052631579,114,84,1.0
0.9800000000000002,0.05,0.7368421052631579,114,84,1.0
0.9800000000000002,0.060000000000000005,0.7456140350877193,114,85,1.0
0.9800000000000002,0.06999999999999999,0.7456140350877193,114,85,1.0
0.9800000000000002,0.08,0.7456140350877193,114,85,1.0
0.9800000000000002,0.09,0.7456140350877193,114,85,1.0
0.9800000000000002,0.09999999999999999,0.7456140350877193,114,85,1.0
0.9800000000000002,0.11,0.7456140350877193,114,85,1.0
0.9800000000000002,0.12,0.7456140350877193,114,85,1.0
0.9800000000000002,0.13,0.7456140350877193,114,85,1.0
0.9800000000000002,0.14,0.7543859649122807,114,86,1.0
0.9800000000000002,0.15000000000000002,0.7543859649122807,114,86,1.0
0.9800000000000002,0.16,0.7543859649122807,114,86,1.0
0.9800000000000002,0.17,0.7631578947368421,114,87,1.0
0.9800000000000002,0.18000000000000002,0.7631578947368421,114,87,1.0
0.9800000000000002,0.19,0.7719298245614035,114,88,1.0
